749,103,3,13,0
750,107,3,13,0
751,110,3,13,0
752,215,3,13,0
753,230,3,13,0
754,308,3,13,0
755,666,3,13,0
756,2222,3,13,0
833,103,3,22,0
758,411,4,13,0
797,103,3,17,0
760,1013,4,13,0
785,103,3,16,0
786,107,3,16,0
787,110,3,16,0
788,215,3,16,0
789,230,3,16,0
790,308,3,16,0
791,666,3,16,0
792,2222,3,16,0
798,107,3,17,0
794,411,4,16,0
799,110,3,17,0
796,1013,4,16,0
800,215,3,17,0
801,230,3,17,0
802,308,3,17,0
803,666,3,17,0
804,2222,3,17,0
881,103,3,26,0
806,411,4,17,0
807,454,4,17,1
808,1013,4,17,0
834,107,3,22,0
835,110,3,22,0
836,215,3,22,0
837,230,3,22,0
838,308,3,22,0
839,666,3,22,0
840,2222,3,22,0
929,103,3,30,0
842,411,4,22,0
843,454,4,22,1
844,1013,4,22,0
882,107,3,26,0
883,110,3,26,0
884,215,3,26,0
885,230,3,26,0
886,308,3,26,0
887,666,3,26,0
888,2222,3,26,0
953,103,3,42,0
890,411,4,26,0
891,454,4,26,1
892,1013,4,26,0
930,107,3,30,0
931,110,3,30,0
932,215,3,30,0
933,230,3,30,0
934,308,3,30,0
935,666,3,30,0
936,2222,3,30,0
937,224,4,30,1
938,411,4,30,0
939,454,4,30,1
940,1013,4,30,0
954,107,3,42,0
955,110,3,42,0
956,215,3,42,0
957,230,3,42,0
958,308,3,42,0
959,666,3,42,0
960,2222,3,42,0
961,224,4,42,1
962,411,4,42,0
963,454,4,42,1
964,1013,4,42,0
1233,103,3,128,0
1234,107,3,128,0
1235,110,3,128,0
1236,215,3,128,0
1237,230,3,128,0
1238,308,3,128,0
1239,666,3,128,0
1240,2222,3,128,0
1449,103,3,146,0
1242,411,4,128,0
1243,454,4,128,0
1244,1013,4,128,0
1245,103,3,129,0
1246,107,3,129,0
1247,110,3,129,0
1248,215,3,129,0
1249,230,3,129,0
1250,308,3,129,0
1251,666,3,129,0
1252,2222,3,129,0
1450,107,3,146,0
1254,411,4,129,0
1255,454,4,129,0
1256,1013,4,129,0
1257,103,3,130,0
1258,107,3,130,0
1259,110,3,130,0
1260,215,3,130,0
1261,230,3,130,0
1262,308,3,130,0
1263,666,3,130,0
1264,2222,3,130,0
1451,110,3,146,0
1266,411,4,130,0
1267,454,4,130,0
1268,1013,4,130,0
1269,103,3,131,0
1270,107,3,131,0
1271,110,3,131,0
1272,215,3,131,0
1273,230,3,131,0
1274,308,3,131,0
1275,666,3,131,0
1276,2222,3,131,0
1452,215,3,146,0
1278,411,4,131,0
1279,454,4,131,0
1280,1013,4,131,0
1281,103,3,132,0
1282,107,3,132,0
1283,110,3,132,0
1284,215,3,132,0
1285,230,3,132,0
1286,308,3,132,0
1287,666,3,132,0
1288,2222,3,132,0
1453,230,3,146,0
1290,411,4,132,0
1291,454,4,132,0
1292,1013,4,132,0
1293,103,3,133,0
1294,107,3,133,0
1295,110,3,133,0
1296,215,3,133,0
1297,230,3,133,0
1298,308,3,133,0
1299,666,3,133,0
1300,2222,3,133,0
1454,308,3,146,0
1302,411,4,133,0
1303,454,4,133,0
1304,1013,4,133,0
1305,103,3,134,0
1306,107,3,134,0
1307,110,3,134,0
1308,215,3,134,0
1309,230,3,134,0
1310,308,3,134,0
1311,666,3,134,0
1312,2222,3,134,0
1455,666,3,146,0
1314,411,4,134,0
1315,454,4,134,0
1316,1013,4,134,0
1329,103,3,136,0
1330,107,3,136,0
1331,110,3,136,0
1332,215,3,136,0
1333,230,3,136,0
1334,308,3,136,0
1335,666,3,136,0
1336,2222,3,136,0
1456,2222,3,146,0
1338,411,4,136,0
1339,454,4,136,0
1340,1013,4,136,0
1341,103,3,137,0
1342,107,3,137,0
1343,110,3,137,0
1344,215,3,137,0
1345,230,3,137,0
1346,308,3,137,0
1347,666,3,137,0
1348,2222,3,137,0
1533,103,3,203,0
1350,411,4,137,0
1351,454,4,137,0
1352,1013,4,137,0
1353,103,3,138,0
1354,107,3,138,0
1355,110,3,138,0
1356,215,3,138,0
1357,230,3,138,0
1358,308,3,138,0
1359,666,3,138,0
1360,2222,3,138,0
1458,411,4,146,0
1362,411,4,138,0
1363,454,4,138,0
1364,1013,4,138,0
1365,103,3,139,0
1366,107,3,139,0
1367,110,3,139,0
1368,215,3,139,0
1369,230,3,139,0
1370,308,3,139,0
1371,666,3,139,0
1372,2222,3,139,0
1459,454,4,146,0
1374,411,4,139,0
1375,454,4,139,0
1376,1013,4,139,0
1377,103,3,140,0
1378,107,3,140,0
1379,110,3,140,0
1380,215,3,140,0
1381,230,3,140,0
1382,308,3,140,0
1383,666,3,140,0
1384,2222,3,140,0
1460,1013,4,146,0
1386,411,4,140,0
1387,454,4,140,0
1388,1013,4,140,0
1389,103,3,141,0
1390,107,3,141,0
1391,110,3,141,0
1392,215,3,141,0
1393,230,3,141,0
1394,308,3,141,0
1395,666,3,141,0
1396,2222,3,141,0
1461,103,3,147,0
1398,411,4,141,0
1399,454,4,141,0
1400,1013,4,141,0
1401,103,3,142,0
1402,107,3,142,0
1403,110,3,142,0
1404,215,3,142,0
1405,230,3,142,0
1406,308,3,142,0
1407,666,3,142,0
1408,2222,3,142,0
1462,107,3,147,0
1410,411,4,142,0
1411,454,4,142,0
